idna_subject,checker_type,destination,source,tested_at,session_id
spark123.shop,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:29.718327+00:00,d412ce4ded57938a435be4de
vaytienmsb.net,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:33.124763+00:00,d412ce4ded57938a435be4de
vaynhanhpro.vn,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:36.529490+00:00,d412ce4ded57938a435be4de
vaytien9s.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:42.585759+00:00,d412ce4ded57938a435be4de
uyban.club,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:43.239571+00:00,d412ce4ded57938a435be4de
tranphongnam.tangtuongtac.work,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:49.585853+00:00,d412ce4ded57938a435be4de
vaytiendoctordong.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:49.623835+00:00,d412ce4ded57938a435be4de
vaytienlaisuatthap.space,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:55.600591+00:00,d412ce4ded57938a435be4de
vaytiennhanh1phut.space,AVAILABILITY,origin.list,origin.list,2026-09-21 20:55:55.633013+00:00,d412ce4ded57938a435be4de
vaytiennhanh247.space,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:01.527649+00:00,d412ce4ded57938a435be4de
vaytienduyetnhanh.space,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:01.701231+00:00,d412ce4ded57938a435be4de
vaytiennhanh24h.site,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:07.600352+00:00,d412ce4ded57938a435be4de
vaynhanhshinhanbank.vn,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:08.600592+00:00,d412ce4ded57938a435be4de
vaytienngay.site,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:13.556878+00:00,d412ce4ded57938a435be4de
vaytienonline30s.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:14.720381+00:00,d412ce4ded57938a435be4de
vaytienmttnhanh247.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:19.654868+00:00,d412ce4ded57938a435be4de
vaytienvpbank.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:20.903540+00:00,d412ce4ded57938a435be4de
vaytiennhanh30.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:25.845310+00:00,d412ce4ded57938a435be4de
vaytiennhanh5phut.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:26.803304+00:00,d412ce4ded57938a435be4de
vaytienonlinetrongngay.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:31.927621+00:00,d412ce4ded57938a435be4de
vaytieudung-shinhan.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:33.019035+00:00,d412ce4ded57938a435be4de
vaytien365.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:38.042391+00:00,d412ce4ded57938a435be4de
vaytienonline247.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:38.948962+00:00,d412ce4ded57938a435be4de
vaytieudungvpcredit.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:44.216901+00:00,d412ce4ded57938a435be4de
vaytiennhanh1phut.site,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:44.864014+00:00,d412ce4ded57938a435be4de
vaytieudungtinchaptpbank.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:50.296777+00:00,d412ce4ded57938a435be4de
vaytieudung-vietinbank.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:56.391127+00:00,d412ce4ded57938a435be4de
subducgiare.shop,AVAILABILITY,origin.list,origin.list,2026-09-21 20:56:57.246389+00:00,d412ce4ded57938a435be4de
vaytiennhanh5p.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:02.364522+00:00,d412ce4ded57938a435be4de
vaytinchap-shinhan.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:03.356769+00:00,d412ce4ded57938a435be4de
vaytienshinhanbank.xyz,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:09.803803+00:00,d412ce4ded57938a435be4de
vaytinchapnhanh-bidv.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:15.965494+00:00,d412ce4ded57938a435be4de
vayshinhan.top,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:16.586088+00:00,d412ce4ded57938a435be4de
vaytiennhanh7s.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:22.483596+00:00,d412ce4ded57938a435be4de
vaythinhvuong.com.vn,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:24.817175+00:00,d412ce4ded57938a435be4de
vaytinchap-nganhangvcb247.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:28.574639+00:00,d412ce4ded57938a435be4de
vaytindungshinhan.net,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:30.969453+00:00,d412ce4ded57938a435be4de
vaytinchapshinhanbank-vn.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:34.937215+00:00,d412ce4ded57938a435be4de
vaytinchaptieudungshinhanbank.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:37.083891+00:00,d412ce4ded57938a435be4de
vaytiennhanh99.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:40.935350+00:00,d412ce4ded57938a435be4de
vaytientet.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:42.977465+00:00,d412ce4ded57938a435be4de
vaytienonline5s.online,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:46.917437+00:00,d412ce4ded57938a435be4de
vaytinchapshinhan247.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:49.083142+00:00,d412ce4ded57938a435be4de
vayvon-shinhanbank-24h.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:53.061582+00:00,d412ce4ded57938a435be4de
vaytpbbank.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:55.139390+00:00,d412ce4ded57938a435be4de
vayvoncgcredit.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:57:59.141956+00:00,d412ce4ded57938a435be4de
vayvon-bidv-vn.com,AVAILABILITY,origin.list,origin.list,2026-09-21 20:58:01.268536+00:00,d412ce4ded57938a435be4de
